ID,Label,Text,Selected_Text,Selected_Text_Sentiment,Time_of_Post,User_Age,Population,Land_Size,Population_Density
18594,0, just checked again and it worked!! Sorry,just checked again and it worked!! Sorry,neutral,20,39,586632,156000,4
18595,0, no sleeping for me im at work   it will be summer break soon. Tell them to get there butts out of bed lol,no sleeping for me im at work   it will be summer break soon. Tell them to get there butts out of bed lo,neutral,9,47,10099265,410340,25
18596,0,Watchin `how to lose a man in 10 days` wiv mum  lol,Watchin `how to lose a man in 10 days` wiv mum  lol,neutral,12,61,8654622,39500,219
18597,0,getting dinner ready not much going on in my life it seems,getting dinner ready not much going on in my life it seems,negative,19,70,17500658,183630,95
18598,1,ah what a lovely day for a bike ride and cake making  *is rooting 4 those who are revising!* do your best! X,ah what a lovely day for a bike ride and cake making  *is rooting 4 those who are revising!* do your best! X,positive,6,15,9537645,139960,68
18599,0,Oh noes .... macbook hard disk has just died,died,negative,15,25,59734218,885800,67
18600,0,_GM That`s the plan,_GM That`s the plan,neutral,22,32,69799978,510890,137
18601,0,  but they`re hungryyyyyy,but they`re hungryyyyyy,neutral,8,51,1318445,14870,89
18602,0,went OUT 4 a meet up & MAY B hangin & or hittin a club or bar   IF the car holds up LOL :-P,went OUT 4 a meet up & MAY B hangin & or hittin a club or bar   IF the car holds up LOL :-P,neutral,14,70,8278724,54390,152
18603,1," Okay, no more driving.  I know... I know... you are correct to say that.",. you are correct to say that.,positive,23,82,105695,720,147
18604,0,my tummy kinda hurts!,hurts!,negative,9,14,1399488,5130,273
18605,1,i hope my morning show doesn`t get cancelled!,i hope my morning show doesn`t get cancelled!,positive,15,29,11818619,155360,76
18606,1, You`re welcome Tila!! I love you!! Wish I could have heard it,I love you!,positive,18,43,84339067,770000,110
18607,0, White wine reminds me of vinegar,White wine reminds me of vinegar,neutral,10,53,6031200,469930,13
18608,0,10 more days to go for Freedom!!!!!! **** these xams!!,**** these xams!!,negative,13,67,11792,30,393
18609,0,Nursing my sick guniea pig back to health  and my cat is being jealous,Nursing my sick guniea pig back to health  and my cat is being jealous,negative,22,71,45741007,199810,229
18610,1,Going to bed. Goodnight!  x,Going to bed. Goodnight!  x,positive,9,20,43733762,579320,75
18611,1," Enjoy Springsteen, I`m seeing him at Glastonbury in June!! Give us a report when you get back",Enjoy,positive,14,23,9890402,83600,118
18612,1,FRIENDS COMING TONIGHT! Hopefully the weather will stay nice,Hopefully,positive,20,39,67886011,241930,281
18613,0,I`m drawning in emails,I`m drawning in emails,neutral,9,57,331002651,9147420,36
18614,0,My hips are too wide to rock those mario Kart shorts  why couldn i have the bone structure of a 12 year old boy?,My hips are too wide to rock those mario Kart shorts  why couldn i have the bone structure of a 12 year old boy?,neutral,15,65,3473730,175020,20
18615,1,Yay! Go wyattt your totally amazing`!`! Im So happy for you.  yay,happy,positive,20,87,33469203,425400,79
18616,0,"standing here open hands and i know i can`t do this alone hold on, hold on, baby, hold on...geeez","standing here open hands and i know i can`t do this alone hold on, hold on, baby, hold on...geeez",neutral,9,18,307145,12200,25
18617,1,mine too <3,mine too <3,positive,13,22,28435940,882050,32
18618,0, 'Shut Up' was the line removed from the locker scene! I bet I could recite that speech easily! Dare me?!?!,'Shut Up' was the line removed from the locker scene! I bet I could recite that speech easily! Dare me?!?!,neutral,18,40,97338579,310070,314
18619,0,poker night instead of kate voegele.... i guess it`ll do....,poker night instead of kate voegele.... i guess it`ll do....,neutral,8,52,29825964,527970,56
18620,0," http://twitpic.com/5s5f9 - Joe had the same shirt in the concer here, in Chilee! hahaha Big rob wasn`t here","Joe had the same shirt in the concer here, in Chilee! hahaha Big rob wasn`t here",neutral,15,67,18383955,743390,25
18621,0,thanks gourmetcook! But cold shower wouldn`t help.,wouldn`t help.,negative,21,73,14862924,386850,38
18622,0,_  Leiiin I can play the introoo,_  Leiiin I can play the introoo,neutral,7,10,38928346,652860,60
18623,1,  said that  mentioned bears!  have fun!! P.S bears like Peanut Butter,rs!  have fun,positive,17,24,2877797,27400,105
18624,0,I`ll probably have better photos up later today. Took some picks with my big camera too. Camera phone = blury camera,I`ll probably have better photos up later today. Took some picks with my big camera too. Camera phone = blury camera,neutral,21,39,43851044,2381740,18
18625,0,"I miss my dog  r.i.p.Batman... Yeah, Batman (I really hope `all dogs go to heaven` is true)",miss,negative,7,60,77265,470,164
18626,1," Yes babe, you`re so welcome!",welcome!,positive,15,65,32866272,1246700,26
18627,0,Me just sign up Twitter...,Me just sign up Twitter...,neutral,22,94,97929,440,223
18628,1, I`m with you...been up till 5-6 for the last few nights...,I`m with you.,positive,10,16,45195774,2736690,17
18629,1, Wow - that`s one deep sleep!  Wish I could sleep like that -one little noise and I`m awake,Wow,positive,13,22,2963243,28470,104
18630,0,****! tying run is on 2nd!  let`s hold em` Raiders!,****!,negative,20,32,25499884,7682300,3
18631,0,T9R8AM booked. im arriving medan on 27th june. 1155hours,T9R8AM booked. im arriving medan on 27th june. 1155hours,neutral,8,51,9006398,82400,109
18632,0,looking out window is depressing it is so beautiful out and I am in here,looking out window is depressing it is so beautiful out and I am in here,neutral,14,70,10139177,82658,123
18633,0," Sadly, all I have is the Stanley Steemer 800 number.","Sadly, all I have is the Stanley Steemer 800 number.",negative,22,96,393244,10010,39
18634,0, Your youtube account is down.,down.,negative,8,15,1701575,760,2239
18635,1,"has just finished watching masterchef. Surprisingly (perhaps), it`s good","Surprisingly (perhaps), it`s good",positive,17,26,164689383,130170,1265
18636,0,i am so stressed and sad about pugsly missing. i hope hes okay. i am stuck at otrip and cant look for him  someone post his pic on FB 4 me,i am so stressed and sad about pugsly missing.,negative,20,36,287375,430,668
18637,1, Never been to the USA before  It would be great to the cruise/tour next year. Whatever it is its gonna be a blast,e great,positive,11,46,9449323,202910,47
18638,0, Kind of glad I never started Kings now - one less thing to be upset about,Kind of glad I never started Kings now - one less thing to be upset about,neutral,15,67,11589623,30280,383
18639,0,my trousers are damp.,damp.,negative,23,89,397628,22810,17
18640,0,Note 2 all twoloers: neva stay @ a candlelight suites shower is slow and the toilet sux and the bed is tiny!,shower is slow and the toilet sux and the bed is tiny!,negative,10,16,12123200,112760,108
18641,0,depressed that i wasn`t included in the morcom gardens quiz on facebook,depressed,negative,17,24,771608,38100,20
18642,1, cn i gt a twit frm u pls?  Hva gr8 shw 2nyt !,Hva gr8 shw 2nyt,positive,22,32,11673021,1083300,11
18643,1,my mom watched my new video and she actually LOL  Love her! xoxo http://bit.ly/16w6zV,Love,positive,9,50,3280819,51000,64
18644,1,watched the Bones finale last night in the UK & it rocked!! oh how much I missed Zack!!!   is so freakin` awesome <3,` awesome,positive,17,62,2351627,566730,4
18645,0,i had a new friend who called himself shame.,shame.,negative,20,90,212559417,8358140,25
18646,0,at tokyo table,at tokyo table,neutral,8,13,437479,5270,83
18647,0, what`s wrong with dressing in fifties fashion?,what`s wrong with dressing in fifties fashion?,neutral,16,30,6948445,108560,64
18648,0,Aww sad  now  stupid crapped up phone and deciding that you would go and screw yourself up and never again work arghhh,Aww sad  now,negative,22,33,20903273,273600,76
18649,1,"Awesome sunday service  God is for you, Jesus is praying for you - What can man do to you?!",Awesome,positive,10,56,11890784,25680,463
18650,0,just wants to hear his voice,just wants to hear his voice,neutral,12,64,26378274,318000,83
18651,1, Cool!!! No wonder you didn`t sleep much,Cool!,positive,23,84,555987,4030,138
18652,0, They should add Dunkin Donuts to their menu too.,They should add Dunkin Donuts to their menu too.,neutral,11,16,16718965,176520,95
18653,1," I`m not sure.  Btw, YAY FOR WICKED TICKETS! That`s awesome! When are you going?",! That`s awesome,positive,13,25,26545863,472710,56
18654,0,Missin my boo,Missin my boo,negative,21,36,37742154,9093510,4
18655,0,"trying to get used to twitter, i have a cold","trying to get used to twitter, i have a cold",neutral,10,52,4829767,622980,8
18656,1,Seen the doctor today. Everything was fine! Might go for ultrasound scan just as a precaution,fine!,positive,13,68,16425864,1259200,13
18657,1,is the luckiest girl in the world <3,luckiest girl,positive,18,80,19116201,743532,26
18658,0,"first up, make up for lost time with jelly. Jalan jalan just the 2 of us  and the rollerblading with my pumpkin. Happeh",Happeh,neutral,11,16,1439323776,9388211,153
18659,1,saying goodbye to  for a year  she`s been awesome in helping me fit into the team at Veritas!,she`s been awesome,positive,15,28,50882891,1109500,46
18660,0, 'toys'??? Advanced load carrying system. Low-cost 1-man outdoor shelter. I didn`t get the Wolverine glove,'toys'??? Advanced load carrying system. Low-cost 1-man outdoor shelter. I didn`t get the Wolverine glove,neutral,21,41,869601,1861,467
18661,1,Lovely walk this morning with the missus; drizzle didn`t matter,Lovely walk this morning with the missus; drizzle didn`t matter,positive,7,60,5518087,342000,16
18662,0,it makes me  when i see people replying to people that are only after followers and would never reply back,would never reply back,negative,14,62,5094118,51060,100
18663,1,At home about to go to sleep! Goodnight twitter world!,Goodnight twitter world!,positive,19,77,4105267,55960,73
18664,0, i no its so warm isnt it!! :O My arms are sore  Bad times. My face is a little red too :S,My arms are sore  Bad times.,negative,11,15,11326616,106440,106
18665,1,() Oh snap... kinda nuts right now... :  I`ve told at least 27  Thanks babes.,Thanks babes.,positive,12,30,1207359,9240,131
18666,0," *waving* you wanna come get Diablo, he barked so much til he made himself sick",barked,negative,19,40,10708981,77240,139
18667,0,"Went for run, my sinuses are pissing me off",pissing,negative,8,50,89561403,2267050,40
18668,0,is new to twitter.... needs some studying here,is new to twitter.... needs some studying here,neutral,13,67,5792202,42430,137
18669,0, How are you today!?,How are you today!?,neutral,19,75,988000,23180,43
18670,0,is hitting the streets. 40 hours living with Lexington`s homeless. No food...no bed...no problem. No Facebook or Twitter...  Pray for us.,No food...no bed...no problem. No Facebook or Twitter...  Pray for us.,negative,6,20,71986,750,96
18671,0,i`m hungry. i want scrambled eggs again. my grandma always makes perfect scrambled eggs. my mum sucks at it. so i`ll go make some myself!,i`m hungry. i want scrambled eggs again. my grandma always makes perfect scrambled eggs. my mum sucks at it. so i`ll go make some myself!,neutral,17,24,10847910,48300,225
18672,0, heyy have you deleted your myspace account  cause the link in the side bar wont work it says its been deleted wb ily ****,heyy have you deleted your myspace account  cause the link in the side bar wont work it says its been deleted wb ily ****,neutral,22,42,17643054,248360,71
18673,0, yeah they r. im going to their concert at the end of the month,yeah they r. im going to their concert at the end of the month,neutral,10,58,102334404,995450,103
18674,0, Are you okay?,Are you okay?,neutral,15,65,6486205,20720,313
18675,0,oh dear! gareths b-day 2moro all my girlfriends are abroad  lucky niamh is coming home 2moro poor gareth has 2 listen 2 me talk all day,oh dear! gareths b-day 2moro all my girlfriends are abroad  lucky niamh is coming home 2moro poor gareth has 2 listen 2 me talk all day,neutral,21,75,1402985,28050,50
18676,1," I`m doing good thanks   And yourself? and sorry, lil busy at the moment.",good,positive,7,12,3546421,101000,35
18677,0, Knock You Down is playing now...again!!! Cna my day get any better?? I love it!! How r u? Missed u,Knock You Down is playing now...again!!! Cna my day get any better?? I love it!! How r u? Missed u,neutral,12,30,1326535,42390,31
18678,0,Internet stopped working right in the middle me quantum leap.  grr,stopped working,negative,22,33,1160164,17200,67
18679,0,  please don`t,please don`t,neutral,9,48,114963588,1000000,115
18680,0,  What`s wrong with her?,s wrong,negative,12,65,896445,18270,49
18681,1,http://twitpic.com/6814w - So glad Sam is in a good mood,good,positive,18,99,5540720,304000,18
18682,0,My Tummy Hurt,Hurt,negative,9,10,65273511,547557,119
18683,1,Chillin on here,Chillin on here,positive,15,21,2225734,257670,9
18684,0," indeed, much fail",fail,negative,22,43,2416668,10120,239
18685,0,i`ll do follow friday a little later on...i`m busy taking over this lady`s job.,i`ll do follow friday a little later on...i`m busy taking over this lady`s job.,neutral,11,56,3989167,69490,57
18686,0,in less then a min i lost 2 followers,in less then a min i lost 2 followers,neutral,13,63,83783942,348560,240
18687,0," Nah... to be honest, I`m not a `drinker` as such....  would rather have a protein shake and go for a run LOL","Nah... to be honest, I`m not a `drinker` as such....  would rather have a protein shake and go for a run LOL",neutral,22,96,31072940,227540,137
18688,0, hey are you guys planning any So Cal headlining shows around the time of the Blink tour? We dont get you in Irvine,hey are you guys planning any So Cal headlining shows around the time of the Blink tour? We dont get you in Irvine,neutral,9,18,10423054,128900,81
18689,0,And I want you to shut the **** up.... I really hate living with my step dad. =-\ I can`t wait to move out...,hate,negative,12,25,112523,340,331
18690,0,"uploading photos.   (on: Facebook, & Friendster... Myspace later.)","uploading photos.   (on: Facebook, & Friendster... Myspace later.)",neutral,19,38,17915568,107160,167
18691,1,playing with  on a cool new website... hopefully ready very soon,playing with  on a cool new website.,positive,6,48,13132795,246000,53
18692,0, my *mom*(not aunt haha) and uncle were both adopted with very diff adoptive stories. if you want to chat sometime lmk,my *mom*(not aunt haha) and uncle were both adopted with very diff adoptive stories. if you want to chat sometime lmk,neutral,16,67,1968001,28120,70
18693,0,finally some effing internet! i effin need to update the wifi in SG malls. Idk how  i miss dada and craigie......,i miss dada,negative,22,96,786552,196850,4
18694,0,  Why?,Why?,neutral,8,19,11402528,27560,414
18695,0,Why am I still upppp????? LOL.  Work in less than 5 hours.,Why am I still upppp????? LOL.  Work in less than 5 hours.,neutral,14,23,801,0,2003
18696,0," no I want too, but a couple of people said it wasnt good","no I want too, but a couple of people said it wasnt good",neutral,22,44,9904607,111890,89
18697,1,"Happy Mother`s Day! Be sure to say I <3 you, Mum.",Happy Mother`s Day!,positive,8,55,9660351,90530,107
18698,0, story of my life,story of my life,neutral,15,60,341243,100250,3
18699,0,"My storm is acting up  ....Excited for the discussion session regarding Social Media. Scott Lake, CEO of ThinkSM, will be attending.",My storm is acting up,negative,18,79,1380004385,2973190,464
18700,0,Just talked to Anthony Rapp. Face to face. !!!!!,Just talked to Anthony Rapp. Face to face. !!!!!,neutral,9,12,273523615,1811570,151
18701,0,I`ll also have to fix that in iTunes when blip.tv changes the URL since that`s part of the RSS feed,I`ll also have to fix that in iTunes when blip.tv changes the URL since that`s part of the RSS feed,neutral,13,30,83992949,1630000,52
18702,0, well sure hope they can do that...,well sure hope they can do that...,neutral,23,42,40222493,434320,93
18703,1,"fun night tonight, and my house looks so purrrty. Until tomorrow when the kids come home","fun night tonight,",positive,9,60,4937786,68890,72
18704,0,"Oh yea, and I feel really feckin tired today !",I feel really feckin tired,negative,14,61,8655535,21640,400
18705,0,nothing right now to do,nothing right now to do,neutral,20,95,60461826,294140,206
18706,0,i look like a horse in my sam`s club card picture because i couldn`t find my hair brush. hahaha possibly getting noah tomorrow,i look like a horse in my sam`s club card picture because i couldn`t find my hair brush. hahaha possibly getting noah tomorrow,neutral,10,17,2961167,10830,273
18707,0,stuck in huge traffic jam,stuck,negative,14,27,126476461,364555,347
18708,0,_pax That sucks.,That sucks.,negative,21,45,10203134,88780,115
18709,1, so cool! if only i could call! my phone won`t let me calll the number!,cool!,positive,7,53,18776707,2699700,7
18710,0, I think I might get some of that today.  My throat is killing me! It feels like it`s in my lungs,s killing,negative,12,69,53771296,569140,94
18711,1,Moveout should be fun. Thank you VT students for working to make VT the best that it can possibly be,fun.,positive,21,78,119449,810,147
18712,0,The Barry Gibb Talk show!!!!!,The Barry Gibb Talk show!!!!!,neutral,9,11,4270571,17820,240
18713,0,Yikes. That poor girl on BGT. That was quite hard to watch,That was quite hard to watch,negative,16,22,6524195,191800,34
18714,0,"My back is all kinds of messed up, and Strudel is going to live in another town until we move, I`m going to miss the little runt",miss,negative,19,39,7275560,230800,32
18715,0, am alive   but at work   finish at 1300   sun is out,am alive   but at work   finish at 1300   sun,neutral,7,55,1886198,62200,30
18716,1,omg himym! one of the best shows on earth,one of the best shows on earth,positive,17,70,6825445,10230,667
18717,0,add me on myspace?? www.myspace.com/pwnage_org  -> pcFOpc,add me on myspace?? www.myspace.com/pwnage_org  -> pcFOpc,neutral,20,89,2142249,30360,71
18718,0,"Maaaaaan what a lovely day, shame that the ice-cream man near our workplace decided there was business elsewhere before we got a 99","Maaaaaan what a lovely day, shame that the ice-cream man near our workplace decided there was business elsewhere before we got a 99",neutral,6,11,5057681,96320,53
18719,1, I`m proud of You Solange.,I`m proud of You,positive,17,24,6871292,1759540,4
18720,0,At wrk  ...gtta come back tonite,At wrk  ...gtta come back tonite,neutral,19,44,38128,160,238
18721,0,craving a king sized snickers,craving a king sized snickers,neutral,8,54,2722289,62700,43
18722,0, I do have one coloured one on my leg.  Its a butterfly filled with colour!  x,I do have one coloured one on my leg.  Its a butterfly filled with colour!,neutral,12,68,625978,2590,242
18723,0,"Okay, so now I want to scream....Idk why this one doc has done this to me 3 days this week!!!!RRRRR.","Okay, so now I want to scream....Idk why this one doc has done this to me 3 days this week!!!!RRRRR.",neutral,20,79,27691018,581795,48
18724,0, kids will not eat salad so they getting crisps only salad for me and mr can make his bloody own,crisps,negative,7,17,19129952,94280,203
18725,0," ooooo I was/am using the iPhone version, I just use the web and sometimes twidget on my mac","ooooo I was/am using the iPhone version, I just use the web and sometimes twidget on my mac",neutral,16,25,32365999,328550,99
18726,0,No betta nest  I think despite the heater it gets too chilly at night,despite the heater it gets too chilly at night,negative,18,33,540544,300,1802
18727,1, aw.  I`m glad you do. Where would we be with out one?,aw.  I`m glad you do,positive,10,46,20250833,1220190,17
18728,0," oh, /me still hasn`t got around to starting it","oh, /me still hasn`t got around to starting it",neutral,16,60,441543,320,1380
18729,0," LOL. dood, i love you and miss you.",i love you and miss you.,neutral,20,84,59190,180,329
18730,1, Yay! I too had some joy in that department,e joy,positive,10,20,4649658,1030700,5
18731,0, bamboo/jade green !,bamboo/jade green !,neutral,13,30,1271768,2030,626
18732,0, or lester....pitcher for the red sox,or lester....pitcher for the red sox,neutral,19,41,128932753,1943950,66
18733,1,happppppyyyy mothersdayyyyyyyyy  mummy you are the best,mummy you are the best,positive,8,51,115023,700,164
18734,0, Ohhhhh how I miss the Brunch,Ohhhhh how I miss the Brunch,negative,15,69,4033963,32850,123
18735,0,WELL i do not think i am getting a call anytime soon. PAINTING MY NAILS!,WELL i do not think i am getting a call anytime soon. PAINTING MY NAILS!,neutral,23,75,39242,1,26337
18736,1,   I`m a Metsies fan also! Boo Hoo,ies fan also! Boo Ho,positive,8,13,3278290,1553560,2
18737,1,Enjoying afternoon tea with my friends.. Cake delicacies equal sweet time,Enjoying,positive,17,25,628066,13450,47
18738,0,"Hey guys, this is group for people who belong to 'Pune Institute of Compute Technology' college, Pune   via http://twibes.com/group/PICT","Hey guys, this is group for people who belong to 'Pune Institute of Compute Technology' college, Pune   via http://twibes.com/group/PICT",neutral,22,45,36910560,446300,83
18739,0, You realllllllllly just said that didn`t you?,You realllllllllly just said that didn`t you?,neutral,8,57,31255435,786380,40
18740,1,G`day  Thanx for following.,Thanx,positive,16,70,54409800,653290,83
18741,0,"Gonna miss you Nanna & Bampa, She going to the lake disdrict ):  Omg !! got disney channel. Miss you baby matt  Love you x Will do mitchel","Gonna miss you Nanna & Bampa, She going to the lake disdrict ):  Omg !! got disney channel. Miss you baby matt  Love you x Will do mitchel",neutral,18,97,2540905,823000,3
18742,1,Miley Cyrus = great actress,great actress,positive,10,13,10824,20,541
18743,0,"Home from Jack`s now, can`t say I`m too happy about that either",can`t say I`m too happy,negative,17,25,29136808,143350,203
18744,0," what`s up? Not much, just listening to music  I`m in TX","what`s up? Not much, just listening to music  I`m in TX",neutral,19,32,17134872,33720,508
18745,1,_sweetye I hope so,I hope so,positive,7,48,4822233,263310,18
18746,0,Steve Aoki  sorry. May b nxt time.,sorry.,negative,14,65,6624554,120340,55
18747,0, I might have guessed a crafty lady like you would have a laminator  Mine is a very cheap one but it worked brilliantly,a very cheap one but it worked brilliantly,neutral,18,92,24206644,1266700,19
18748,0," Well actually - Larin is my name. The 'model' is what I do  (besides sleeping, crawling, etc..)","Well actually - Larin is my name. The 'model' is what I do  (besides sleeping, crawling, etc..)",neutral,11,10,206139589,910770,226
18749,0, supposed to be visiting Austin Sun-Thurs..but not feeling well since vaca.  Would`ve said hello for sure!,not feeling well,negative,13,29,25778816,120410,214
18750,0, Do tell...,Do tell...,neutral,22,42,2083374,25220,83
18751,0,sittin by the fire...yes!,sittin by the fire...yes!,neutral,10,49,5421241,365000,15
18752,0,omg trying to fix pic but its not working!!!! ugh also mom wont let me sleep over sanzz!!!!!  bad day!!!!,omg trying to fix pic but its not working!!!! ugh also mom wont let me sleep over sanzz!!!!!  bad day!!!!,negative,13,61,5106626,309500,16
18753,1,"is at my grandma`s place with my mum, celebrating mothers` day in 3 generations. The 4th will come",celebrating mothers` day in 3 generations.,positive,18,99,220892340,770880,287
18754,0,so during that whole whole addiction talk with my brother and that lady....i broke down and couldnt help but cry,i broke down,negative,6,15,18094,460,39
18755,0,Waaaa. I ran my machine problem! Yeah!,Waaaa. I ran my machine problem! Yeah!,neutral,15,21,5101414,6020,847
18756,0,"_onfire I think Letitia is still trying to upload the digital, they were having problems before. I am sure she will let us know",they were having problems before.,negative,18,39,4314767,74340,58
18757,0,I wish I could just go for a drive..or a movie or the store..I just wanna be alone,I just wanna be alone,negative,11,55,8947024,452860,20
18758,1,"sitting here with Nathan, Eddie & Brenden chilling out at 1 AM, haha great day, I love my life!","haha great day, I love my life!",positive,14,69,7132538,397300,18
18759,0,it doesn`t feel like a friday,it doesn`t feel like a friday,neutral,18,83,32971854,1280000,26
18760,0, ahahaha okay deal  now i only have to snuff hermione out,ahahaha okay deal  now i only have to snuff hermione out,neutral,10,16,109581078,298170,368
18761,0,There is something wrong with me! I`m so tired I can barely keep my eyes open. Yet all I`ve done for the last 3hrs is toss & turn in bed,something wrong wi,negative,17,22,37846611,306000,124
18762,0, it is sooo hard.... truck and fish please,hard.,negative,20,35,10196709,91590,111
18763,1,_Blue - the chauffeur from 'Some Kind of Wonderful' was my idea of a perfect woman,my idea of a perfect woman,positive,9,55,2881053,11610,248
18764,0,Bummer... I missed Taylor Swift on the Today show!  Those were my only plans for the day!!!,Bummer..,negative,13,67,19237691,230170,84
18765,1,correction...a hot coco in my NKOTB cup  what a sweety!!!!,what a sweety!!!!,positive,22,86,145934462,16376870,9
18766,0," Nah, could use a hug or three, but even that option is 2,000 miles away!","Nah, could use a hug or three, but even that option is 2,000 miles away!",neutral,11,13,12952218,24670,525
18767,0,I`m not looking forward to the crazy commute come with everything that`s going on down here,I`m not looking forward to the crazy commute come with everything that`s going on down here,neutral,17,25,53199,260,205
18768,1,instant-messaging with two of my favourite conversation guys,two of my favourite,positive,23,37,183627,610,301
18769,0,Follow Friday  b/c she needs more followers,Follow Friday  b/c she needs more followers,neutral,7,56,110940,390,284
18770,0,is starting to get this whole Twitter thing!,is starting to get this whole Twitter thing!,neutral,12,67,198414,2830,70
18771,0," Still waiting for a email  from MAX. So i consider no news, bad news.",", bad",negative,20,82,33931,60,566
18772,0, he`s on zul`jin (i think that`s how you spell it) so i doubt they`ll ever meet,he`s on zul`jin (i think that`s how you spell it) so i doubt they`ll ever meet,neutral,8,13,219159,960,228
18773,0,i have been in the lounge for HOURS...and i have not been productive at all. upps time to go out,i have not been productive at all.,negative,12,26,34813871,2149690,16
18774,0, NAT!!! I`m going to miss you so badly,miss,negative,23,40,16743927,192530,87
18775,1," I didn`t get a lot of sleep myself last night. And it is a good thing, reading",good,positive,9,54,8737371,87460,100
18776,0,i dyed my hair back to super black again!,i dyed my hair back to super black again!,neutral,14,67,98347,460,214
18777,0, I aint blanco either..Yo 100% Puerto Rican mami....yo show muy amor yi tu...but yo no se...,I aint blanco either..Yo 100% Puerto Rican mami....yo show muy amor yi tu...but yo no se...,neutral,19,74,7976983,72180,111
18778,0," How can i vote, it wont let me, says they closed the votes in her category  i wanna vote","How can i vote, it wont let me, says they closed the votes in her category  i wanna vote",neutral,9,18,5850342,700,8358
18779,0," Will you ever come to SF Bay Area to preform, i feel left out",i feel left out,negative,13,22,5459642,48088,114
18780,0,"_Holden I must admit though, part of me didn`t want her to get through so she wouldn`t have to put herself through all that again.","_Holden I must admit though, part of me didn`t want her to get through so she wouldn`t have to put herself through all that again.",neutral,23,40,2078938,20140,103
18781,1,Happy Star Wars Day!,Happy,positive,10,59,686884,28000,25
18782,1,Hello my lovely followers  love and peace from my house lolz We just need the weather!,lovely,positive,13,61,15893222,627340,25
18783,1,_Bill2030 And good morning to you too.,good,positive,21,72,59308690,1213090,49
18784,0, No but this is our poor week,No but this is our poor week,negative,8,14,51269185,97230,527
18785,0,"getting dressed to go to Granny`s,another day of now twitting","getting dressed to go to Granny`s,another day of now twitting",neutral,15,27,11193725,610952,18
18786,0,Geoff posted a boo: Coming Home From Tenerife Boo  http://boo.fm/b25651,Geoff posted a boo: Coming Home From Tenerife Boo  http://boo.fm/b25651,neutral,18,39,46754778,498800,94
18787,0," What about having one in TAMPA? I`ve been all excited to do the hunt, but I`m too far from any of those cities","I`ve been all excited to do the hunt, but I`m too far from any of those cities",neutral,8,56,21413249,62710,341
18788,1,    #followfriday thank you so much. I`m so behind. Still at about half of what I had.,day thank you so mu,positive,17,64,43849260,1765048,25
18789,1,(cont) when  told him that I love beans on toast. SO CUTE!,I love beans on toast. SO CUTE!,positive,18,70,586632,156000,4
18790,0,why am i up so early,why am i up so early,negative,11,18,10099265,410340,25
18791,0, Joined you on facebook!,Joined you on facebook!,neutral,13,28,8654622,39500,219
18792,0,trying to find some friends and not having any luck,not having any luck,negative,19,31,17500658,183630,95
18793,0," omgggggggggg, cant belive it! what had happened to it friend? do you know where did you missed it? thats not nice!!",not nice!,negative,6,53,9537645,139960,68
18794,0,GAH! I have the headache from hell. Reminds me what my lovely wife goes through all too often,GAH! I have the headache from hell. Reminds me what my lovely wife goes through all too often,neutral,14,65,59734218,885800,67
18795,0,"Just got Skyfire (http://get.skyfire.com/).  Firts impressions, it looks good but it`s a little too memory hungry for my ageing HTC TyTN","Firts impressions, it looks good but it`s a little too memory hungry for my ageing HTC TyTN",neutral,20,94,69799978,510890,137
18796,0, Aww I`m sorry your boys are sick.   I`ll keep my fingers crossed for no tails. lol Stay well youself and get better boys!,Aww I`m sorry your boys are sick.   I`ll keep my fingers crossed for no tails. lol Stay well youself and get better boys,neutral,11,16,1318445,14870,89
18797,0, Swimming is a no go for me,no go,negative,16,24,8278724,54390,152
18798,0,the mall i once worked at has turned into a very depressing place,very depressing place,negative,22,31,105695,720,147
18799,0,going to the movies with clancy,going to the movies with clancy,neutral,6,56,1399488,5130,273
18800,0,"I`m going to be doing the FAFSA form today.  I hope to help out in the Ann Arbor / Detroit Metro Area with computers, art, and design.","I`m going to be doing the FAFSA form today.  I hope to help out in the Ann Arbor / Detroit Metro Area with computers, art, and design.",neutral,17,65,11818619,155360,76
18801,0,All the food in my house has sugar ants in it,All the food in my house has sugar ants in it,neutral,23,94,84339067,770000,110
18802,0, your understanding would require taking paragraph 3 out of context. But para5 COULD lead to opting out of EVERY class.,your understanding would require taking paragraph 3 out of context. But para5 COULD lead to opting out of EVERY class.,neutral,8,13,6031200,469930,13
18803,0,Has finally mastered the art to uploading a photo on said Twitter. You can no longer assume I`m a heffer,Has finally mastered the art to uploading a photo on said Twitter. You can no longer assume I`m a heffer,neutral,16,28,11792,30,393
18804,0,I`m so stupid! It`s Star Wars Day!!! May the 4th be with you!!!,I`m so stupid! It`s Star Wars Day!!! May the 4th be with you!!!,neutral,22,36,45741007,199810,229
18805,0, I would be scratching ma head toooo,I would be scratching ma head toooo,neutral,7,59,43733762,579320,75
18806,1,"just missing you&hoping to talk to you soon..I`m so happy you`re mine again, though  You have no idea..<3","I`m so happy you`re mine again,",positive,12,70,9890402,83600,118
18807,0, Here I`m staying up with you and you`re not talking to me.   hehe,Here I`m staying up with you and you`re not talking to me.   heh,neutral,22,81,67886011,241930,281
18808,1,"http://twitpic.com/4jcwm - YES, my #ubook Lenovo T400 finally arrived!",finally arrived!,positive,11,10,331002651,9147420,36
18809,1, ok  thank you,thank,positive,14,27,3473730,175020,20
